finding_id,route_code,route_label,route_kind,reduction_tier,primary_reduction_detail,schedule_name,anchor_neighborhoods,geography_layer,anchor_rationale,acs_year,population_2022_residents,affected_total_pop_2022,pct_white_alone_residents,pop_white_alone_residents_est,pct_black_alone_residents,pop_black_alone_residents_est,pct_asian_alone_residents,pop_asian_alone_residents_est,pct_hispanic_residents,pop_hispanic_residents_est,pct_households_top2_income_brackets,households_top2_income_brackets_est,pct_below_poverty_line_residents,pop_below_poverty_line_residents_est,pct_journey_to_work_auto_drove_carpool,workers_commute_car_truck_van_est,pct_journey_to_work_public_transit,workers_commute_public_transit_est,weekday_avg_riders_baseline_2017_2019,weekday_avg_riders_covid_2020_2021,weekday_avg_riders_recent_2023_2024,pct_change_weekday_riders_covid_vs_baseline,pct_change_weekday_riders_recent_vs_baseline
FIND-20260324-091,091,91,non_commuter_bus,major,Major frequency reduction; step 6,91 - BUTLER STREET,"Central Lawrenceville, Strip District, Upper Lawrenceville, Lower Lawrenceville, Lincoln-Lemington-Belmar, Central Business District - Crawford Roberts, Stanton Heights, Polish Hill","City of Pittsburgh neighborhood(s), 2022 ACS",Derived from city stop coverage (`route_stop_per_route.csv`) mapped through `n_crosswalk.csv`.,2022,21429,21429,21.5,4607,70.6,15129,3.5,750,2.9,621,35.2,3821,15.0,3108,55.9,6967,11.9,1483,4421.4,2005.8,2182.4,-54.6,-50.6
FIND-20260324-093,093,93,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",93 - LAWRENCEVILLE - HAZELWOOD,"Hazelwood-Glen Hazel -New Homestead-Hays, Greenfield, Squirrel Hill South, Central Lawrenceville, North Oakland, Upper Lawrenceville, South Oakland, Central Oakland, Bloomfield, Lower Lawrenceville, Terrace Village - West Oakland","City of Pittsburgh neighborhood(s), 2022 ACS",Derived from city stop coverage (`route_stop_per_route.csv`) mapped through `n_crosswalk.csv`.,2022,59689,59689,8.1,4835,79.0,47154,7.1,4238,3.5,2089,28.6,7707,27.1,14270,44.3,14304,13.0,4197,1953.9,1060.8,1577.0,-45.7,-19.3
FIND-20260324-BLLB,BLLB,BLLB,light_rail_or_incline,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",BLUE LINE - LIBRARY,None (see geography note),"Allegheny County (region row), suburban / out-of-city proxy",Mapping note: default rationale.,2022,1245310,1245310,12.7,158154,77.8,968851,4.1,51058,2.4,29887,36.3,198066,11.1,134535,72.0,451909,6.9,43308,6293.5,5951.5,,-5.4,
FIND-20260324-BLSV,BLSV,BLSV,light_rail_or_incline,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",BLUE LINE - SOUTH HILLS VILLAGE,None (see geography note),"Allegheny County (region row), suburban / out-of-city proxy",Mapping note: default rationale.,2022,1245310,1245310,12.7,158154,77.8,968851,4.1,51058,2.4,29887,36.3,198066,11.1,134535,72.0,451909,6.9,43308,9066.6,8540.5,,-5.8,
FIND-20260324-BLUE,BLUE,BLUE,light_rail_or_incline,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",BLUE - SouthHills Village via Overbrook,"Central Business District - Crawford Roberts, Beltzhoover - Bon Air, East Allegheny-North Shore, Brookline, Carrick, Mount Washington, Overbrook, South Shore","City of Pittsburgh neighborhood(s), 2022 ACS",Derived from city stop coverage (`route_stop_per_route.csv`) mapped through `n_crosswalk.csv`.,2022,35359,35359,7.1,2510,85.7,30303,2.2,778,3.2,1131,30.7,5144,10.1,3563,66.6,12943,10.1,1963,9066.6,2104.3,2942.6,-76.8,-67.5
FIND-20260324-G2,G2,G2,non_commuter_bus,major,Major frequency reduction; step 6,G2 - WEST BUSWAY,"Central Business District - Crawford Roberts, South Shore, East Carnegie - Oakwood, Esplen-Sheraden-ChartiersCity-Windgap-Fairywood, West End - Elliott","City of Pittsburgh neighborhood(s), 2022 ACS",Derived from city stop coverage (`route_stop_per_route.csv`) mapped through `n_crosswalk.csv`.,2022,47,47,0.0,0,100.0,47,0.0,0,0.0,0,35.9,14,0.0,0,40.4,19,12.8,6,3871.2,1277.0,1400.1,-67.0,-63.8
FIND-20260324-P1,P1,P1,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",P1 - EAST BUSWAY-ALL STOPS,"Central Business District - Crawford Roberts, Shadyside, Homewood South, Larimer, Polish Hill","City of Pittsburgh neighborhood(s), 2022 ACS",Derived from city stop coverage (`route_stop_per_route.csv`) mapped through `n_crosswalk.csv`.,2022,19169,19169,43.2,8281,44.6,8549,5.1,978,3.2,613,19.4,1991,26.8,4960,58.3,6238,19.4,2076,10442.8,3855.3,4694.6,-63.1,-55.0
FIND-20260324-P3,P3,P3,non_commuter_bus,minor,"End all bus, light rail, and incline service at 11:00 p.m. daily; step 4",P3 - EAST BUSWAY-OAKLAND,"North Oakland, Shadyside, Central Oakland, Bloomfield, Homewood South, Larimer, South Oakland, Terrace Village - West Oakland","City of Pittsburgh neighborhood(s), 2022 ACS",Derived from city stop coverage (`route_stop_per_route.csv`) mapped through `n_crosswalk.csv`.,2022,45525,45525,28.5,12975,56.8,25858,8.8,4006,3.6,1639,16.4,3426,38.7,14909,42.4,10081,16.7,3971,2751.8,1148.6,1767.8,-58.3,-35.8
FIND-20260324-P68,P68,P68,non_commuter_bus,major,Major frequency reduction; step 6,P68 - BRADDOCK HILLS FLYER,"Central Business District - Crawford Roberts, Shadyside, Homewood South, Larimer, Polish Hill","City of Pittsburgh neighborhood(s), 2022 ACS",Derived from city stop coverage (`route_stop_per_route.csv`) mapped through `n_crosswalk.csv`.,2022,19169,19169,43.2,8281,44.6,8549,5.1,978,3.2,613,19.4,1991,26.8,4960,58.3,6238,19.4,2076,1174.0,759.5,1267.8,-35.3,8.0
FIND-20260324-P78,P78,P78,non_commuter_bus,major,Major frequency reduction; step 6,P78 - OAKMONT FLYER,"Central Business District - Crawford Roberts, Shadyside, Homewood South, Larimer, Polish Hill","City of Pittsburgh neighborhood(s), 2022 ACS",Derived from city stop coverage (`route_stop_per_route.csv`) mapped through `n_crosswalk.csv`.,2022,19169,19169,43.2,8281,44.6,8549,5.1,978,3.2,613,19.4,1991,26.8,4960,58.3,6238,19.4,2076,1231.9,583.0,785.0,-52.7,-36.3
FIND-20260324-RED,RED,RED,light_rail_or_incline,minor,Overbrook Junction–Allegheny only,RED - Castle Shannon via Beechview,"Beechview, Central Business District - Crawford Roberts, Mount Washington, East Allegheny-North Shore, South Shore","City of Pittsburgh neighborhood(s), 2022 ACS",Derived from city stop coverage (`route_stop_per_route.csv`) mapped through `n_crosswalk.csv`.,2022,16290,16290,8.9,1450,86.3,14058,0.6,98,2.7,440,31.6,2503,7.1,1153,62.5,6142,10.7,1052,10533.4,3227.8,4267.1,-69.4,-59.5
FIND-20260324-Y46,Y46,Y46,non_commuter_bus,major,Major frequency reduction; step 6,Y46 - ELIZABETH FLYER,"Brookline, Overbrook, Central Business District - Crawford Roberts, Mount Washington, South Shore","City of Pittsburgh neighborhood(s), 2022 ACS",Derived from city stop coverage (`route_stop_per_route.csv`) mapped through `n_crosswalk.csv`.,2022,25293,25293,4.2,1062,89.5,22637,1.5,379,3.2,809,33.6,4097,7.7,1945,65.5,9474,9.6,1389,1809.8,814.0,886.0,-55.0,-51.0
